@relation project-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute SalaryUSD {Low,High,High-Mid,Low-Mid}
@attribute Country {Sweden,USA,UK,Pakistan,Paraguay,India,Serbia-and-Montenegro,Germany,Canada,Dominican-Republic,Slovakia,Brazil,France,Poland,Romania,Ireland,South-Africa,Portugal,CostaRica,Israel,Argentina,Peru,Australia,Venezuela,Spain,Belgium,Malaysia,Netherlands,Russia,Italy,Finland,Turkey,Austria,New-Zealand,Honduras,UAE,Guernsey,Norway,Luxembourg,PuertoRico,Guatemala,Greece,Denmark,Lithuania,Ukraine,Philippines,Hungary,Estonia,Caymans,Croatia,Indonesia,Thailand,Switzerland,Slovenia,Bosnia,Cyprus,Bulgaria,Singapore,Colombia,Chile,Iceland,Macedonia,Jersey,Latvia,CzechRepublic,Mexico,Bangladesh,China,Iran,Qatar,Ecuador,Uruguay,SaudiArabia,Vanuatu,Taiwan,Maldives,Armenia,Swaziland,Georgia,HK,Syria,Bahrain,Moldova,Nicaragua,Jamaica,Malta,Jordan,Uganda,Belarus,Nepal,Ghana,ElSalvador,Albania,Bolivia,Vietnam,Bermuda,Kenya}
@attribute PrimaryDatabase {M,P,A,MA,O,MS,RDS,MDB,DB2,SQLI,C,SAP,T,E}
@attribute YearsWithThisDatabase numeric
@attribute EmploymentStatus {E,EC,IC,P,I}
@attribute JobTitle {D,DBAP,DBAG,M,DA,DT,A,DBAD,E,AN,DS,DBA,PDE,DO,T,DBS,C,SA,S,DBABI,SRC,AC}
@attribute ManageStaff {Y,N}
@attribute YearsWithThisTypeOfJob numeric
@attribute HowManyCompanies numeric
@attribute OtherPeopleOnYourTeam numeric
@attribute EmploymentSector {PB,E,SG,LG,NP,FG,S}
@attribute CareerPlansThisYear {S,C,SR,SE}
@attribute Gender {M,F,NB}
@attribute DatabaseServers numeric
@attribute Education {'Bachelors (4 years)','None (no degree completed)',Masters,'Associates (2 years)',Doctorate/PhD}
@attribute Certifications {N,YesValid,YesExpired}
@attribute HoursWorkedPerWeek numeric
@attribute TelecommuteDaysPerWeek {zero,five,four,one,three,two}

@data
High,USA,M,13,E,DT,N,13,2,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,17,E,DBAG,N,27,6,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,EC,D,N,7,5,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,N,19,2,2,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,8,E,AN,N,8,1,1,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,6,E,DBAG,Y,5,1,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,10,E,DT,N,2,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,South-Africa,M,14,E,D,N,14,3,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,13,E,DBAG,Y,6,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,8,E,DBAG,N,8,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,E,E,N,21,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,13,E,D,N,10,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,15,E,DBAG,N,15,2,1,E,SE,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,12,E,DA,N,12,2,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,D,N,12,2,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,India,M,13,EC,DBAD,N,13,1,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,O,20,E,DBAG,N,10,2,1,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Portugal,M,2,E,DBAD,N,2,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,IC,DA,Y,20,4,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,N,5,6,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,17,E,D,N,17,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,15,EC,DBAD,N,15,2,1,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,8,E,DA,N,8,3,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Canada,M,9,E,DBAP,N,9,3,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,1,E,DBAD,N,1,1,1,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,25,E,DBAD,N,25,6,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,13,E,DBAG,N,13,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,E,N,1,1,3,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,MS,3,E,DBAP,Y,22,4,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,3,E,DBAG,N,3,1,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,22,EC,DBAG,N,3,5,4,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,UK,M,15,E,A,N,15,6,0,FG,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,25,E,DBAD,N,10,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,6,E,DT,N,6,2,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,15,E,DBAG,N,15,1,4,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,14,E,DBAD,N,2,4,5,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,1,E,DBAG,N,17,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,8,E,DBAG,Y,6,1,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,18,E,M,Y,2,1,5,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,8,E,DT,N,8,4,4,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,N,11,2,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Romania,M,12,IC,DBAG,N,6,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,E,DA,N,24,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,16,E,DBAG,N,16,3,5,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,12,E,DBAG,N,12,1,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,6,E,DA,N,8,1,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,1,E,DBAG,N,2,1,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,8,IC,D,N,8,6,3,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,25,E,M,Y,10,6,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,8,E,DBAG,N,2,1,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,14,E,DBAG,N,10,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,E,DBAP,N,20,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,CostaRica,M,15,E,DBAG,Y,15,2,1,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,14,E,DBAP,N,14,3,2,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,23,E,DA,N,32,2,0,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Canada,M,8,E,DA,N,16,3,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,18,E,M,Y,2,1,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,E,DBAG,N,6,5,2,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,25,E,DBAD,N,15,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,27,E,A,N,30,5,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,5,E,DBAD,N,1,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,15,E,DBAP,N,8,3,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,Israel,M,5,E,DBAD,N,4,3,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,8,E,DBAP,N,6,1,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Ireland,M,23,E,DBAG,N,14,4,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,21,E,DBAG,Y,17,2,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,25,E,DBAG,N,25,2,0,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Ireland,M,4,E,DBAG,N,4,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,10,E,DBAG,N,4,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,UK,M,20,E,DBAG,N,4,1,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,10,E,DBAP,N,27,4,1,FG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,4,E,D,N,4,1,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,E,DT,Y,3,5,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,UK,M,23,E,M,Y,5,1,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Canada,M,2,E,DBAG,N,2,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,23,EC,D,N,12,2,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,15,E,DBAG,N,15,3,1,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,7,E,DBAG,N,7,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,7,E,DBAD,N,7,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,E,DA,N,20,4,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,21,E,DT,N,25,4,1,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,5,E,AN,N,3,1,5,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,10,E,DBAG,Y,2,1,3,FG,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,DBAP,N,7,1,6,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,E,E,N,25,3,3,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,O,20,E,DBAP,Y,32,6,5,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,9,E,A,N,32,4,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Argentina,M,9,E,DT,Y,12,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,10,E,DT,N,6,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,25,E,DBAG,Y,15,3,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,14,E,M,Y,1,4,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,E,DA,N,25,6,3,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,5,E,D,Y,5,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,10,P,D,N,10,1,0,PB,C,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,15,E,DBAG,N,1,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,7,E,DBAG,N,7,3,6,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,DBAD,N,5,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,Y,6,4,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,13,E,DBAG,N,13,4,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,5,E,M,Y,2,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,2,E,DBAP,N,2,1,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,4,E,AN,N,4,1,2,PB,SR,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,6,E,DBAG,N,6,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,N,7,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,India,M,13,E,DBAP,N,8,4,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,8,E,DA,N,35,6,0,SG,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Peru,M,8,EC,DBAP,N,8,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,25,E,DA,Y,25,6,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAD,Y,20,5,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,Australia,M,11,E,DBAP,N,1,6,3,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,24,E,DBAG,N,25,5,1,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,Canada,M,15,E,DBAP,N,17,1,4,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,E,DBAD,N,15,2,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,14,E,DBAD,N,11,1,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,M,Y,24,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,DBAG,Y,4,1,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,23,E,M,Y,35,5,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,4,E,DBAG,N,4,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Germany,M,11,E,DBAP,Y,11,2,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,India,M,9,E,DBAP,N,9,4,6,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,18,E,DT,Y,13,1,6,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,8,E,D,N,20,3,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Canada,M,6,E,DBAG,N,6,1,5,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,DA,N,42,6,6,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,India,M,12,E,DBAD,N,14,4,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,17,IC,A,N,28,6,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,20,E,DA,N,25,1,0,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Venezuela,M,17,E,DBAD,N,17,6,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Spain,M,15,E,E,N,4,3,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,21,E,DBAP,Y,21,5,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,8,E,AN,N,8,1,4,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,5,E,DBAG,N,5,2,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,4,E,DBAP,N,4,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,20,EC,DBAD,Y,20,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,7,E,DBAP,Y,5,2,5,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,DT,N,10,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,UK,M,3,E,DBAG,N,2,2,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,M,Y,5,1,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,UK,M,2,E,DBAG,N,2,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,22,E,DT,N,1,5,1,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,15,E,DBAG,N,1,4,0,NP,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,DS,N,2,1,0,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,Canada,M,20,IC,DA,N,25,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,10,E,E,N,25,5,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,M,Y,3,1,3,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,A,15,E,A,N,2,1,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,A,2,E,DBAG,N,15,5,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,A,N,27,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,Belgium,M,15,E,E,N,15,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,8,E,E,N,8,2,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,EC,DBAP,N,20,1,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Canada,M,15,E,DBAD,N,7,2,0,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,10,EC,DBAD,N,1,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,3,E,D,N,8,6,2,PB,SE,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,3,E,DBAG,N,3,1,3,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,Canada,M,15,E,E,Y,5,1,1,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,15,E,DBAG,N,25,2,2,E,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,DBAP,N,2,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,20,E,DBAG,N,5,3,0,NP,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,25,EC,DBAG,N,35,4,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Israel,M,14,E,DBAP,N,14,3,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,12,E,D,N,12,3,2,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,16,E,A,N,25,3,0,SG,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Poland,M,8,E,D,N,8,4,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,21,E,A,N,15,5,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,France,M,10,E,DBAP,N,24,6,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,24,E,A,Y,18,6,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,UK,M,9,E,DBAP,N,3,4,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Canada,M,8,E,DA,N,8,1,3,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,DBAP,N,10,6,5,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,UK,M,11,E,DA,N,9,3,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,5,E,DBAD,N,5,1,0,E,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,7,E,DBAG,N,8,2,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,E,E,N,7,4,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,Canada,M,21,IC,DT,N,21,6,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Malaysia,M,9,E,DBAP,Y,9,5,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,14,E,DT,N,20,1,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,12,E,DBAG,Y,12,1,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,15,E,DT,N,15,2,5,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,7,EC,DT,N,7,4,3,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,A,N,9,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,23,EC,A,N,20,6,0,SG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,M,Y,20,3,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,19,E,M,Y,15,2,0,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,N,20,6,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,25,E,DBAG,N,22,3,0,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,Sweden,M,20,E,DBAG,N,2,6,2,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,16,E,DBAG,N,6,2,4,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,3,E,DBAG,N,3,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,15,E,E,N,20,2,2,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,M,Y,20,1,1,PB,C,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,DBAG,Y,4,4,1,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,MS,5,E,DBAG,N,5,2,1,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,IC,DBAD,N,10,4,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,20,E,DBAG,N,15,2,0,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,5,E,DBAG,N,16,2,0,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,5,E,DBAP,N,5,1,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,20,E,DBAG,N,20,4,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High-Mid,USA,M,6,E,DBAG,N,3,3,3,E,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,18,E,DBAG,N,18,6,5,E,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,P,1,E,DA,N,2,1,5,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Netherlands,M,1,E,DBAP,N,20,1,3,LG,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Russia,M,14,E,DBAP,Y,5,3,4,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,25,E,DT,N,25,4,6,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,6,E,M,N,6,1,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,20,E,E,N,20,4,0,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Ireland,M,15,E,DBAP,N,15,2,1,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,10,E,DA,Y,15,2,2,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Canada,M,7,E,DBAD,Y,2,2,0,PB,S,F,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,USA,M,15,E,DBAP,N,18,1,6,E,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,5,E,AN,N,5,3,2,SG,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,USA,M,15,E,DBAG,N,15,4,0,PB,C,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low-Mid,Canada,M,5,E,DBAG,Y,5,1,2,PB,SE,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
Low,Italy,M,29,E,DBAG,Y,15,5,0,PB,SR,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
High,USA,M,15,E,A,N,4,2,0,PB,S,M,373.411662,'Bachelors (4 years)',N,43.16509,zero
